Upc,Department,qty,incltaxes,inclfees,Name,size,ebt,byweight,Fee Multiplier,cost_qty,cost_cents,variable_price,addstock,setstock,pack_name,pack_qty,pack_upc,unit_upc,unit_count,is_oneclick,oc_color,oc_border_color,oc_text_color,oc_fixedpos,oc_page,oc_key,oc_relpos
689490000006,Tobacco,1,n,n,Timered Box,1pk,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
689490000877,Tobacco,1,n,n,Time Blue King,1pk,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
689490000938,Tobacco,1,n,n,Timeless Time Green,1pk,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
689490001003,Tobacco,1,n,n,Timeless Time Red 100S,1pk,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
689490001034,Tobacco,1,n,n,Timeless Time White 100S,1pk,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
689490001133,Tobacco,1,n,n,Timeless Time Green 100S,1pk,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
689490002291,Tobacco,1,n,n,This Red 100 Box,1pk,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
689490002383,Tobacco,1,n,n,This Menthol 100,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
689490002444,Tobacco,1,n,n,This Red Box,1pk,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
689490002536,Tobacco,1,n,n,This Menthol Box,1pk,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
690011720013,Item Tax,1,n,n,Toys,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
690060722013,Item Tax,1,n,n,Toy Ball,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
690123031397,Item Tax,1,n,n,Ak 47,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
690220800018,Item Tax,1,n,n,Rope,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
690226600018,Item Tax,1,n,n,Boll,,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
690277787089,Tobacco,1,n,n,Bang Xxl:Cool Mint,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
690277787164,Tobacco,1,n,n,Bang Xxl:Watermelon Lush,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
690277787225,Tobacco,1,n,n,Bank Xxl:Blueberry Ice,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
690277787331,Item Tax,1,n,n,Bag,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
690382027841,Item Tax,1,n,n,Tuff,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
690515288040,Item Tax,1,n,n,Toy,,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
690579700922,Item Tax,1,n,n,Toy,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
690579700939,Item Tax,1,n,n,Toy,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
694155123709,Item Tax,1,n,n,Hat,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
694155123761,Item Tax,1,n,n,Summer Hats,L,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
694155123938,Item Tax,1,n,n,Donalb Trump Flag,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
694155509589,Item Tax,1,n,n,Locs Sun Glass,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
694856622143,Vape,1,n,n,Flum,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
694856622167,Vape,1,n,n,Aloe Mango,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
697813450322,Drinks T10,1,n,n,Summers Wine,,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
700064761847,LIQUOR,1,n,n,Tequila Blanco,750ml,n,n,2,0,0,n,,0,,,,,,n,,,,,,,
700064761854,LIQUOR,1,n,n,Tequila Reposado,750ml,n,n,2,0,0,n,,0,,,,,,n,,,,,,,
700064761861,LIQUOR,1,n,n,Tequila Anejo,750ml,n,n,2,0,0,n,,0,,,,,,n,,,,,,,
700326000004,Item Tax,1,n,n,Hydrogen Peroxide,1,,n,1,1,0,n,,0,,,,,,n,,,,,,,
700721369898,Item Tax,1,n,n,Rhino,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
700721657889,Item Tax,1,n,n,Rhino 99,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
700721688692,Item Tax,1,n,n,Rnino,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
700729253359,Item Tax,1,n,n,Rhino,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
700729253953,Item Tax,1,n,n,Rhino Double,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
700870325899,Item Tax,1,n,n,Rihnoxxl,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
700870325998,Item Tax,1,n,n,Great Xl,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
701511111093,Item Tax,1,n,n,Shor,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
701575274437,Item Tax,1,n,n,Gun,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
701575275199,Item Tax,1,n,n,Scoers Toy Gun,,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
701575282814,Item Tax,1,n,n,Baby Stoller,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
701575284641,Item Tax,1,n,n,Happy Day,,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
701575285273,Item Tax,1,n,n,Toys,,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
701575287819,Item Tax,1,n,n,1409,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
701575289776,Item Tax,1,n,n,Item 1745,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
701575291106,Item Tax,1,n,n,Lighing Ball,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
701575291113,Item Tax,1,n,n,Beauty Life,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
701664600031,Item Tax,1,n,n,Saba Diarios 40 Pantiliners,0,,n,1,1,0,n,,0,,,,,,n,,,,,,,
701664600048,Item Tax,1,n,n,Toallas Saba Nocturna  20 Unid,0,,n,1,1,0,n,,0,,,,,,n,,,,,,,
701664600055,Item Tax,1,n,n,Saba 18 Pands,0,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
701664600079,Item Tax,1,n,n,Saba Ultra Invisible,0,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
701664603209,Item Tax,1,n,n,Saba,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
701664603216,Item Tax,1,n,n,Saba Intima,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
702338999222,Grocery,1,n,n,Cherry,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
702338999284,Grocery,1,n,n,Strawberry Cummies,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
702338999475,Grocery,1,n,n,Fiesta Peach Chamoy,8oz,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
702338999482,Snacks,1,n,n,Fiesta,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
702338999499,Snacks,1,n,n,Fiesta,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
703885000621,Grocery,1,n,n,Zmba Tmrd Pltn,1EA,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
703885003400,Grocery,1,n,n,Zumba Acidin,1.06 Oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
703885003509,Grocery,1,n,n,Zumba Hot,0.78 oz,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
703885003806,Snacks,1,n,n,Tirolo Zumba Pica,1,,n,1,0,0,n,,0,,,,,,n,,,,,,,
703885006418,Snacks,1,n,n,Zamba Rica Chamoy,,,n,1,0,0,n,,-1,,,,,,n,,,,,,,
703885048111,Snacks,1,n,n,Forritos Rim Dip,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
704817872965,Item Tax,1,n,n,Squirrel & Bee Twin Fan,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
704927000043,Grocery,1,n,n,Trio,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
704927000050,Grocery,1,n,n,Chilodos,,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
704927000067,Grocery,1,n,n,Chilodos,12oz,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
704927000074,Grocery,1,n,n,Mata Pasiones,,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
704927004010,Grocery,1,n,n,Pistachio Chili,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
704927506019,Grocery,1,n,n,Tolteca Cucharitas,3.5oz,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
704927506064,Grocery,1,n,n,Goma De Mascar,71g,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
704927506095,Grocery,1,n,n,Toltecas Duvalin,1,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
704927506118,Grocery,1,n,n,Tolteca Mix,2oz,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
704927506125,Grocery,1,n,n,Toltecas Pulparindos,1,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
704927506149,Grocery,1,n,n,Gomitas Lombriz,113g,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
704927506156,Grocery,1,n,n,Gomitas Velitas,1,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
704927506163,Snacks,1,n,n,Oblea Con Cajeta,42g,,n,1,1,0,n,,0,,,,,,n,,,,,,,
704927506170,Grocery,1,n,n,Gomitas Ositos,113g,,n,1,1,0,n,,0,,,,,,n,,,,,,,
704927506217,Grocery,1,n,n,Tolteca Gomitas Enchiladas,3 oz,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
704927506224,Grocery,1,n,n,Toltecas Tiras Agridulce,85g,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
704927506231,Grocery,1,n,n,Toltecas Banderitas,85g,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
704927506248,Grocery,1,n,n,Tolteca,,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
704927506262,Grocery,1,n,n,La Fiesta Cachetadas,2 oz,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
704927506309,Grocery,1,n,n,Tolteca Paleta Pollito,3oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
704927506323,Grocery,1,n,n,Tolteca Jumbo Cereza,,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
704927506354,Grocery,1,n,n,Tolteca Pulpitas,4oz,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
704927506361,Grocery,1,n,n,Tolteca,85g,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
704927800094,Grocery,1,n,n,Toltecas Cacaguate Con Chile Y Limon,7oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
704927800179,Grocery,1,n,n,Tolteca Cacahuate Japones.,7.1oz,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
704927800216,Grocery,1,n,n,Tolteca Cacaguate Japones,7 oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
704927800254,Grocery,1,n,n,Tolteca Cacaguate Con Sal Y Limon,7oz,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
704927800452,Grocery,1,n,n,Tolteca Garbanzo Con Chile,6oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
704927800490,Grocery,1,n,n,Tolteca Habas Con Chile,6oz,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
704927800551,Grocery,1,n,n,Tolteca Mango Con Chamoi,4oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
704927800575,Grocery,1,n,n,Tolteca Mango Con Chile Y Limon,4oz,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
704927800650,Grocery,1,n,n,Tolteca Pistache,3.5 oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
704927800735,Grocery,1,n,n,Tolteca Semillas De Calabaza,4.5 oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
704927800773,Grocery,1,n,n,Tolteca Surtido Enchilado,6oz,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
704927800858,Grocery,1,n,n,Tolteca Semilla Doble Tostada,4oz,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
704982301017,Grocery,1,n,n,Bug Juuce,10 oz,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
704982301048,Grocery,1,n,n,Bug Juice Orange,10 FL,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
704982301055,Grocery,1,n,n,Bug Juice,10 oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
705571107119,Grocery,1,n,n,Bombon,2.85,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
705571790502,Grocery,1,n,n,Michi Dip,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
705571790557,Grocery,1,n,n,Candy,1pk,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
705571790588,Grocery,1,n,n,Michidip Wtrmln,1pk,,n,1,1,0,n,,0,,,,,,n,,,,,,,
705571790595,Grocery,1,n,n,Michidip Tamarind,1pk,,n,1,1,0,n,,0,,,,,,n,,,,,,,
705571790618,Grocery,1,n,n,Michidip Mangu,1pk,,n,1,1,0,n,,0,,,,,,n,,,,,,,
705814727302,Grocery,1,n,n,Early California:Extra Large - Pitted California Ripe,6.00 OZ,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
706460240467,Snacks,1,n,n,Skwinkles Rellenos Watermelon,2.47 oz,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
706460750973,Snacks,1,n,n,Lucas Pepino,1,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
707510415408,LIQUOR,1,n,n,Sluricane Hurricane,750ml,n,n,2,0,0,n,,0,,,,,,n,,,,,,,
707670001565,Item Tax,1,n,n,Lighter,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
708908905280,Item Tax,1,n,n,Rhino,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
709434151196,Snacks,1,n,n,La Molienda Peanut Caramel Jumbo,5 oz,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
709434801541,Grocery,1,n,n,Papas,170g,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
709434801930,Grocery,1,n,n,La Molienda Papas,1,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
709434802043,Grocery,1,n,n,Papas,,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
710043219887,Item Tax,1,n,n,Power Rhino,,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
710069128903,Grocery,1,n,n,Gefen:100% Pure - Fancy Clover,12.00 OZ,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
710077948999,Item Tax,1,n,n,Burro,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
711841806484,Item Tax,1,n,n,Kitty Kat,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
712199070411,Snacks,1,n,n,Acirrico Chilli Power With Lemon,50,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
712199075102,Snacks,1,n,n,Pike Slice,,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
712199077786,Snacks,1,n,n,Mango Pop,,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
712199082407,Snacks,1,n,n,Jovy,,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
713012996611,Snacks,1,n,n,Cacahuates Tostados,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
714573249390,Grocery,1,n,n,Cinco Mayo,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
714638020254,Item Tax,1,n,n,2025Cr-Ds - Refillable Butane Lighter,1,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
714706100109,Item Tax,1,n,n,Honey Syrup/Natural Plant Extracts Dietary Supplement,11.4 Oz,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
715141113570,Grocery,1,n,n,Egg-Land'S Best:Grade A Large Eggs,36.00 OZ,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
715141514742,Snacks,1,n,n,Egg  18Pk,,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
715789000218,Item Tax,1,n,n,Travel Set,,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
716088732589,Item Tax,1,n,n,Magnum,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
716165171447,Item Tax,1,n,n,Classic Raw Natural Unrefined Rolling Papers,King Size,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
716165174578,Tobacco,1,n,n,Raw Natural Unrefined King Size Cones Rolling Papers 1 Box 32/3Packs,1,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
716165177111,Tobacco,1,n,n,Raw Cone,1,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
716165177319,Tobacco,1,n,n,"Classic Raw ""Natural Unrefined Rolling Papers"" 1.25 Unbleached",0.5 oz,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
716165177357,Tobacco,1,n,n,Raw Natural King Size Slim,24,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
716165179177,Item Tax,1,n,n,Raw Organic Hemp,Single wide,,n,1,1,0,n,,0,,,,,,n,,,,,,,
716165288305,Item Tax,1,n,n,Raw Black,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
716165308072,Item Tax,1,n,n,Classic Raw,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
716270051306,Grocery,1,n,n,Pure Milk Choco Mini 33%,1.3OZ,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
716270051344,Grocery,1,n,n,Toffee & Almonds Milk Chocloat,1.3OZ,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
716270051542,Grocery,1,n,n,Raspberries Dark Choco Mini 55,1.3OZ,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
716270051559,Grocery,1,n,n,Chocolove:Almonds & Sea Salt In Dark Chocolate,1.30 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
716270060018,Grocery,1,n,n,Chclv Almd Drk Cup,2PC,,n,1,1,0,n,,0,,,,,,n,,,,,,,
716270060049,Grocery,1,n,n,Chclv Pnt Milk Cup,2PC,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
716281507854,Item Tax,1,n,n,Flat Fix,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
717544100003,Grocery,1,n,n,Pinto Beans Sunny Select,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544100126,Grocery,1,n,n,Great Northern Beans,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544100300,Grocery,1,n,n,Black Beans,,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
717544100348,Grocery,1,n,n,Small Red Beans,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544101413,Grocery,1,n,n,Sunny Vegetable Oil,1qt,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544102014,Grocery,1,n,n,Nooles,,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544102847,Grocery,1,n,n,Black Pepper,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544102977,Grocery,1,n,n,Rice,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
717544103103,Grocery,1,n,n,Sugar,4lb,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544103394,Grocery,1,n,n,Apple Cider Vinegar,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544103455,Grocery,1,n,n,Vinegar,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544103530,Grocery,1,n,n,Sunny Tomato Sauce,227g,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544103554,Grocery,1,n,n,Sunny Select:Tomato Sauce,15 oz,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544103592,Grocery,1,n,n,Tomato Paste,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
717544103851,Grocery,1,n,n,Whole Potatoes,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544103936,Grocery,1,n,n,Pinto Beans,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544103974,Grocery,1,n,n,Sunny Select Green Beans,14.5 oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
717544104438,Grocery,1,n,n,Mushrooms,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544104827,Grocery,1,n,n,Sugar,,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
717544106197,Drinks T10,1,n,n,Lemon Lime,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544106227,Drinks T10,1,n,n,Club,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544106241,Drinks T10,1,n,n,Tonic Water,,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544106913,Grocery,1,n,n,Cherries,,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
717544106920,Grocery,1,n,n,Fruit,,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
717544108276,Grocery,1,n,n,Chicken Broth,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544108870,Drinks NT 10,1,n,n,Apple,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544109020,Grocery,1,n,n,Olives,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
717544109167,Snacks,1,n,n,Sunny Select Chunk Light Tuna Water,142g,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544109341,Grocery,1,n,n,717544109341,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544109419,Grocery,1,n,n,Mayonnaise,1,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544110187,Grocery,1,n,n,Yellow Mustard,20oz,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544110309,Grocery,1,n,n,Sunny Select Strawberry Jelly,,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
717544110675,Grocery,1,n,n,Parade Evaporated Milk,12fl,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544115519,Grocery,1,n,n,Ranch,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544115533,Grocery,1,n,n,Thousand Island,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544115649,Grocery,1,n,n,White Rice,,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544116233,Grocery,1,n,n,Creamy,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544116257,Grocery,1,n,n,Crunchy,,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
717544117827,Drinks T5,1,n,n,Cluv Soda,,,n,6,0,0,n,,0,,,,,,n,,,,,,,
717544120643,Grocery,1,n,n,Sunny Select Stuffing Mix,170g,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
717544122319,Drinks T10,1,n,n,Apple J,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
717544123606,Grocery,1,n,n,Sunny Select Yellow Mustard,8 oz,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544123736,Drinks NT 10,1,n,n,Prune Juice,,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544124078,Grocery,1,n,n,Green Bean,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544124085,Grocery,1,n,n,Corn,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544124108,Grocery,1,n,n,Tomato Sauce,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544124634,Item Tax,1,n,n,Honey,12oz,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544125839,Grocery,1,n,n,Ketchup,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544125907,Grocery,1,n,n,Pine Appel,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544126904,Grocery,1,n,n,Instant Oatmeal,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544128649,Grocery,1,n,n,Apple Sauce,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544128656,Grocery,1,n,n,Apple Sauce,,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544129608,Drinks T5,1,n,n,Mtn Dew,,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544201649,Grocery,1,n,n,Egg,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
717544202400,Grocery,1,n,n,Egg Nog,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544202424,Grocery,1,n,n,Egg Nog,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544202509,Grocery,1,n,n,Soyr,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
717544204701,Grocery,1,n,n,Milk,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544204718,Grocery,1,n,n,Milk,,,n,1,0,0,n,,-1,,,,,,n,,,,,,,
717544204749,Grocery,1,n,n,Milk,,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544204756,Grocery,1,n,n,Bayview Milk,Half,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544204855,Grocery,1,n,n,Milk,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
717544204879,Grocery,1,n,n,Sunnyside Milk,Quart,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544204893,Grocery,1,n,n,Milk,,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
717544204916,Grocery,1,n,n,Milk,,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544204923,Grocery,1,n,n,Su Nyside,,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
717544205166,Grocery,1,n,n,Sunnyside,,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
717544206262,Grocery,1,n,n,Whipping Creme,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544206378,Grocery,1,n,n,Hazenut Coffee  Creamer,,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544207245,Grocery,1,n,n,Vanilla Bean,,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
717544207344,Grocery,1,n,n,Ice Cream,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
717544207351,Grocery,1,n,n,Ice,,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544207535,Grocery,1,n,n,Cherry Vanilla,,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544211518,Grocery,1,n,n,Sunny Side,,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
717544211525,Grocery,1,n,n,Egg,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
717544211624,Grocery,1,n,n,Raspberry Lemonade,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544211631,Grocery,1,n,n,Sunny,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544211648,Drinks NT 10,1,n,n,Orange,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544211693,Drinks NT 10,1,n,n,Lemonade,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544300694,Grocery,1,n,n,Butter,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544301370,Drinks NT 10,1,n,n,Orange Juice,,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
717544301387,Grocery,1,n,n,Bayview Juice,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544301486,Grocery,1,n,n,Bayview Sour Creme,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544302018,Grocery,1,n,n,Vanijja,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544302025,Grocery,1,n,n,Choco,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544302032,Grocery,1,n,n,Bayview Ice Cream,,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544302049,Grocery,1,n,n,Ice,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
717544302056,Grocery,1,n,n,Vanilla,,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
717544302063,Grocery,1,n,n,Bayview Mint 'N Chip,,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
717544302070,Snacks,1,n,n,Ice Cream,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
